4.520000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.540000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.560000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.580000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.600000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.620000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.640000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.660000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.680000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.700000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.720000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.740000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.760000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.780000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.800000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.820000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.840000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.860000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.880000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.900000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.920000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.940000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.960000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.980000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.000000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.020000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.040000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.060000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.080000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.100000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.120000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.140000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.160000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.180000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.200000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.220000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.240000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.260000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.280000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.300000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.320000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.340000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.360000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.380000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.400000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.420000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.440000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.460000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.480000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.500000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.520000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.540000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.560000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.580000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.600000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.620000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.640000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.660000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.680000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.700000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.720000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.740000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.760000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.780000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.800000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.820000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.840000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.860000000000e-08	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
